round,defense,bad_client_num,poison_rate,schedule,attack_active_this_round,tau,alpha,alpha_dirichlet,seed,variant,acc_global,acc_global_raw,acc_personalized,asr_global_targeted,asr_personalized_targeted,asr_unfiltered,asr_paper_benign,asr_paper_malicious,asr_paper_all,asr_paper_filtered_benign,asr_paper_filtered_malicious,asr_paper_filtered_all,asr_paper_frozen_benign,asr_paper_frozen_malicious,asr_paper_frozen_all,mta_personalized,mta_global,mta_personalized_shared,asr_paper_shared_benign,asr_paper_filtered_shared_benign,acc_local_personalized,acc_local_malicious,acc_local_personalized_shared,clean_loss_personalized,clean_loss_global,acc_target_class_personalized,acc_target_class_global,mask_keep_ratio,effective_trim_n,zero_sign_ratio,n_malicious_this_round,rounds_since_last_malicious,n_eval_clients,n_eval_clients_participated_this_round,acc_malicious_own,asr_malicious_own,n_eval_malicious,train_wall_s,eval_wall_s
108,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6825307950727884,0.059910414333706585,0.48712206047032475,0.6618141097424413,0.2875699888017917,0.28900000000000003,0.3041666666666666,0.9166666666666666,0.4791666666666666,0.3101957849774152,0.9194320896137056,0.48426330058778394,,,,0.4718,0.6955,,,,0.5729166666666666,0.6484375,,1.7559422752380371,0.8802223434448242,0.34392523364485983,0.8037383177570093,,-1,,0,1,10,1,0.4812430011198208,0.9532474804031356,4,1.555,11.108
110,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6903695408734603,0.12765957446808507,0.49204927211646143,0.46192609182530797,0.3509518477043673,0.3509,0.36770833333333336,0.9192708333333333,0.5252976190476191,0.3776236507668769,0.9194809941520468,0.5324400345912111,,,,0.47965,0.69,,,,0.5666666666666667,0.6614583333333334,,1.7142552879333497,0.8909561157226562,0.3761682242990654,0.6869158878504673,,-1,,0,3,10,1,0.48460246360582304,0.9531075027995521,4,1.523,11.323
112,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.700447928331467,0.1142217245240762,0.5068868980963045,0.1427771556550952,0.33404255319148934,0.3349,0.346875,0.921875,0.5111607142857143,0.3558789937521417,0.9240980973560662,0.5182273090675487,,,,0.4928,0.66,,,,0.5864583333333334,0.6640625,,1.6734271400451661,0.9578027420043945,0.3752336448598131,0.32242990654205606,,-1,,0,5,10,1,0.48502239641657335,0.9531075027995521,4,1.522,11.332
114,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6931690929451289,0.1506159014557671,0.5131019036954088,0.15565509518477044,0.33314669652855544,0.3343,0.34895833333333337,0.9192708333333334,0.511904761904762,0.3551775272484232,0.9235396182764604,0.5175666961135768,,,,0.4989,0.676,,,,0.6114583333333334,0.6536458333333333,,1.6592720123291016,0.9231606292724609,0.38037383177570094,0.5327102803738317,,-1,,0,7,10,1,0.4853023516237402,0.9531075027995521,4,1.525,11.246
116,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6674132138857782,0.14949608062709963,0.4961926091825307,0.2961926091825308,0.2778835386338186,0.27949999999999997,0.284375,0.9192708333333334,0.4657738095238096,0.2925429449896478,0.9213203195782884,0.4721936234435451,,,,0.48150000000000004,0.669,,,,0.6052083333333333,0.65625,,1.7607511970520018,0.9252567291259766,0.35887850467289717,0.6822429906542056,,-1,,0,9,10,1,0.48474244120940646,0.9531075027995521,4,1.551,11.301
118,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6724524076147816,0.13605823068309075,0.4890817469204928,0.33986562150055993,0.2508398656215005,0.2567499999999999,0.27083333333333337,0.9244791666666666,0.4575892857142857,0.27477260886395893,0.922953216374269,0.45996706815261895,,,,0.47940000000000005,0.6675,,,,0.6010416666666667,0.6796875,,1.7825547554016115,0.9604544296264649,0.3985981308411215,0.6261682242990654,,-1,,0,1,10,1,0.5109182530795072,0.97508398656215,4,1.737,11.456
120,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6674132138857782,0.11870100783874582,0.5010638297872341,0.5302351623740201,0.25531914893617025,0.26095,0.2677083333333333,0.9401041666666666,0.45982142857142855,0.2680770621953021,0.9396198830409357,0.4599464395797689,,,,0.49460000000000004,0.641,,,,0.5875,0.6927083333333334,,1.676537646484375,1.0309741897583007,0.4406542056074766,0.4205607476635514,,-1,,1,0,10,1,0.5072788353863382,0.9857222844344905,4,2.559,11.45
122,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.7262038073908175,0.1192609182530795,0.5206606942889137,0.45464725643896975,0.25179171332586786,0.26015,0.28229166666666666,0.9348958333333333,0.46875,0.28067879687622854,0.9336099257151889,0.46723054797307434,,,,0.51305,0.7045,,,,0.575,0.6901041666666666,,1.6057652381896972,0.8521942977905274,0.44953271028037384,0.5233644859813084,,-1,,0,1,10,0,0.5223964165733483,0.9882418812989923,4,1.6,11.68
124,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6752519596864501,0.14557670772676368,0.5206606942889137,0.2648376259798432,0.2505599104143337,0.2591,0.27708333333333335,0.9270833333333334,0.46279761904761907,0.2757090178325883,0.9258898798529605,0.4614749784098375,,,,0.51305,0.668,,,,0.578125,0.6953124999999999,,1.6057652381896972,0.9470938339233398,0.44953271028037384,0.6074766355140186,,-1,,0,3,10,0,0.521976483762598,0.9874020156774916,4,1.557,11.607
126,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6506159014557671,0.13101903695408734,0.5075027995520717,0.18253079507278835,0.2518477043673012,0.26275,0.28020833333333334,0.9270833333333334,0.4650297619047619,0.2591374812901305,0.9278720996038483,0.45020451509404985,,,,0.5059,0.6395,,,,0.5739583333333333,0.6927083333333334,,1.6993144355773926,1.0438415451049805,0.49252336448598133,0.5467289719626168,,-1,,0,5,10,1,0.522956326987682,0.9869820828667413,4,1.547,11.508
128,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.685330347144457,0.1786114221724524,0.5209966405375142,0.3012318029115342,0.24400895856662935,0.25395,0.2677083333333334,0.9375,0.45907738095238093,0.2504128713267334,0.9369883040935673,0.4465772806886859,,,,0.5168000000000001,0.691,,,,0.60625,0.6875000000000001,,1.7019177497863769,0.9544280853271484,0.4817757009345794,0.7383177570093458,,-1,,0,7,10,2,0.522956326987682,0.9872620380739082,4,1.543,11.628
130,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6791713325867861,0.16237402015677493,0.5353863381858903,0.3426651735722284,0.25604703247480404,0.26655,0.2833333333333333,0.9375,0.4702380952380953,0.26421576451526135,0.9388262322472849,0.4569616124386967,,,,0.5327500000000001,0.7,,,,0.5895833333333333,0.6953125000000001,,1.5903813117980956,0.8790070571899414,0.5107476635514019,0.8738317757009346,,-1,,0,9,10,1,0.5222564389697648,0.9869820828667413,4,1.533,11.624
132,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6500559910414334,0.16517357222844342,0.5329787234042553,0.04535274356103024,0.25067189249720045,0.2612,0.2927083333333334,0.9348958333333334,0.4761904761904762,0.27074553208130886,0.935501606127996,0.46067583895179093,,,,0.52785,0.6435,,,,0.5927083333333333,0.6796875,,1.6797880088806152,1.0745952377319337,0.4850467289719626,0.5887850467289719,,-1,,0,11,10,0,0.5216965285554311,0.9869820828667413,4,1.557,11.563
134,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6858902575587906,0.18309070548712203,0.542609182530795,0.1590145576707727,0.26170212765957446,0.27359999999999995,0.2958333333333334,0.9114583333333334,0.4717261904761904,0.2767033723596545,0.910343567251462,0.45774342804302803,,,,0.5386500000000001,0.6665,,,,0.6041666666666666,0.7057291666666666,,1.6142907722473143,0.9828357238769532,0.505607476635514,0.5046728971962616,,-1,,0,1,10,0,0.5004199328107504,0.9763437849944009,4,1.539,11.549
136,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6270996640537514,0.10302351623740202,0.47497200447928334,0.7206047032474804,0.26556550951847707,0.27749999999999997,0.2864583333333333,0.953125,0.4769345238095238,0.26550751597225125,0.9526681286549707,0.4618391195958854,,,,0.47575,0.6475,,,,0.5854166666666667,0.71875,,2.189567975616455,1.0112454681396483,0.4822429906542056,0.8177570093457944,,-1,,2,0,10,1,0.5328947368421053,0.986562150055991,4,3.479,11.824
138,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6786114221724524,0.1707726763717805,0.47127659574468084,0.6047032474804032,0.26903695408734607,0.28090000000000004,0.29062499999999997,0.953125,0.4799107142857143,0.2687976920855573,0.9562865497076023,0.4652230799775702,,,,0.47220000000000006,0.6635,,,,0.5895833333333332,0.71875,,2.188043726348877,1.034100067138672,0.47990654205607486,0.5373831775700935,,-1,,1,0,10,0,0.5642497200447929,0.9857222844344905,4,2.777,11.693
140,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6702127659574468,0.11534154535274355,0.48924972004479284,0.34322508398656215,0.29955207166853304,0.3096,0.3260416666666667,0.9322916666666666,0.4992559523809524,0.3124854448251003,0.9357090643274854,0.4905493361114961,,,,0.48615,0.6545,,,,0.609375,0.7317708333333333,,2.106561459350586,1.0741535110473632,0.46028037383177567,0.5233644859813084,,-1,,0,1,10,2,0.5779675251959686,0.9745240761478163,4,1.546,11.466
142,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6657334826427772,0.17469204927211646,0.5142777155655095,0.34322508398656215,0.28180291153415454,0.29314999999999997,0.30625,0.9453125,0.4888392857142857,0.28989133912770587,0.9515834774730253,0.4789462357977971,,,,0.5085500000000001,0.6605,,,,0.6427083333333333,0.71875,,1.8160641326904297,0.9985030822753906,0.46074766355140184,0.616822429906542,,-1,,0,3,10,2,0.5771276595744681,0.9743840985442329,4,1.553,11.671
144,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6797312430011198,0.18197088465845468,0.5191489361702127,0.5940649496080627,0.2840425531914894,0.29564999999999997,0.31249999999999994,0.9401041666666666,0.4918154761904762,0.2997544185359219,0.9496952475084425,0.48545179824235635,,,,0.51505,0.7025,,,,0.646875,0.7239583333333333,,1.7800166168212894,0.8547500762939453,0.4808411214953271,0.8925233644859814,,-1,,0,5,10,0,0.5776875699888018,0.9743840985442329,4,1.531,11.689
146,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.7071668533034714,0.18589025755879063,0.5215565509518478,0.5279955207166853,0.2055431131019037,0.21710000000000002,0.23749999999999996,0.984375,0.45089285714285715,0.2296290957467732,0.9916666666666667,0.44735411600959996,,,,0.5116,0.6955,,,,0.6375,0.7213541666666667,,1.7996482139587404,0.89096240234375,0.42850467289719624,0.5981308411214953,,-1,,1,0,10,2,0.5795072788353863,0.9553471444568868,4,2.511,11.475
148,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6993281075027995,0.13157894736842102,0.5110302351623741,0.39585666293393057,0.18891377379619262,0.2009,0.221875,0.9817708333333334,0.43898809523809523,0.21242718818325793,0.9916666666666667,0.4350670391785175,,,,0.50185,0.6945,,,,0.6364583333333333,0.7161458333333333,,1.8445058204650877,0.8898827972412109,0.4252336448598131,0.6542056074766355,,-1,,0,2,10,0,0.5793673012318029,0.9732642777155655,4,1.524,11.832
150,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6696528555431132,0.13829787234042556,0.5278835386338186,0.5089585666293394,0.18824188129899216,0.19669999999999999,0.21875,0.9973958333333334,0.44122023809523814,0.2136507650542084,0.9972527472527473,0.43753704568236235,,,,0.5109,0.677,,,,0.628125,0.6927083333333333,,1.791311452484131,0.9825533981323242,0.36915887850467294,0.7383177570093458,,-1,,1,0,10,0,0.5510918253079508,0.9906215005599104,4,2.9,11.58
