round,defense,bad_client_num,poison_rate,schedule,attack_active_this_round,tau,alpha,alpha_dirichlet,seed,variant,acc_global,acc_global_raw,acc_personalized,asr_global_targeted,asr_personalized_targeted,asr_unfiltered,asr_paper_benign,asr_paper_malicious,asr_paper_all,asr_paper_filtered_benign,asr_paper_filtered_malicious,asr_paper_filtered_all,asr_paper_frozen_benign,asr_paper_frozen_malicious,asr_paper_frozen_all,mta_personalized,mta_global,mta_personalized_shared,asr_paper_shared_benign,asr_paper_filtered_shared_benign,acc_local_personalized,acc_local_malicious,acc_local_personalized_shared,clean_loss_personalized,clean_loss_global,acc_target_class_personalized,acc_target_class_global,mask_keep_ratio,effective_trim_n,zero_sign_ratio,n_malicious_this_round,rounds_since_last_malicious,n_eval_clients,n_eval_clients_participated_this_round,acc_malicious_own,asr_malicious_own,n_eval_malicious,train_wall_s,eval_wall_s
108,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.45240761478163494,0.10190369540873456,0.6232922732362821,0.9938409854423292,0.7905375139977603,0.75145,0.7833333333333334,1.0,0.8452380952380952,0.790629404449301,1.0,0.8504495746066435,,,,0.6063000000000001,0.4975,,,,0.7364583333333333,0.6718749999999999,,1.564486727142334,2.009888244628906,0.4644859813084111,0.8738317757009346,,-1,,0,1,10,1,0.5034994400895857,0.9998600223964166,4,7.09,11.39
110,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5705487122060471,0.1114221724524076,0.6240761478163493,0.9888017917133258,0.8346584546472563,0.79375,0.8020833333333334,1.0,0.8586309523809524,0.8043998723134029,1.0,0.8602856230810021,,,,0.6076500000000001,0.5885,,,,0.7395833333333333,0.6666666666666667,,1.5493952156066892,1.5141962585449218,0.4705607476635514,0.7383177570093458,,-1,,0,3,10,1,0.49678051511758115,0.9998600223964166,4,6.99,11.376
112,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.513437849944009,0.12486002239641658,0.61993281075028,0.9479283314669653,0.8347144456886898,0.7956,0.8197916666666666,1.0,0.8712797619047619,0.8245959921294859,1.0,0.8747114229496328,,,,0.6053000000000001,0.501,,,,0.7239583333333334,0.6718750000000001,,1.5760750083923338,2.192058898925781,0.4831775700934579,0.397196261682243,,-1,,0,5,10,1,0.49678051511758115,0.9998600223964166,4,7.092,11.354
114,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.47256438969764836,0.11198208286674127,0.6293393057110862,0.9182530795072789,0.8516797312430011,0.8129500000000001,0.83125,1.0,0.8794642857142857,0.834837599031378,1.0,0.8820268564509843,,,,0.6147500000000001,0.485,,,,0.7354166666666667,0.6744791666666667,,1.525134464263916,2.378211227416992,0.49299065420560745,0.5887850467289719,,-1,,0,7,10,1,0.4966405375139977,0.9998600223964166,4,6.996,11.388
116,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4641657334826428,0.10582306830907051,0.633090705487122,0.9703247480403135,0.8455767077267637,0.8060500000000002,0.8260416666666666,1.0,0.8757440476190476,0.8305790016084199,1.0,0.8789850011488713,,,,0.6178000000000001,0.4905,,,,0.74375,0.6640625,,1.5188764770507812,2.298604568481445,0.49018691588785035,0.7102803738317757,,-1,,0,9,10,1,0.49762038073908177,0.9998600223964166,4,6.952,11.465
118,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.555431131019037,0.1114221724524076,0.6261478163493841,0.9647256438969765,0.8241881298992162,0.7856,0.8010416666666667,1.0,0.8578869047619048,0.8085429496542407,1.0,0.8632449640387433,,,,0.6121000000000001,0.561,,,,0.73125,0.6588541666666666,,1.5596791122436524,1.7600733795166015,0.4948598130841121,0.6074766355140186,,-1,,0,1,10,1,0.48572228443449045,0.9998600223964166,4,7.534,11.324
120,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5716685330347144,0.11478163493840987,0.6289473684210526,0.9927211646136618,0.827659574468085,0.7882999999999999,0.8208333333333334,1.0,0.8720238095238095,0.8278609136895616,1.0,0.8770435097782583,,,,0.6144499999999999,0.573,,,,0.7322916666666666,0.65625,,1.5584543785095213,1.6079828033447265,0.4934579439252336,0.5841121495327103,,-1,,1,0,10,1,0.4753639417693169,0.9998600223964166,4,8.467,11.302
122,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4792833146696529,0.11478163493840987,0.6293952967525197,0.9921612541993281,0.8365061590145577,0.7962,0.8239583333333333,1.0,0.8742559523809524,0.8309184546304553,1.0,0.8792274675931824,,,,0.6135999999999999,0.4965,,,,0.73125,0.6614583333333334,,1.557429302215576,2.2158741760253906,0.4817757009345794,0.6401869158878505,,-1,,0,1,10,0,0.47466405375139975,0.9998600223964166,4,6.995,11.311
124,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4972004479283315,0.10302351623740202,0.6293952967525197,0.9932810750279956,0.8365061590145577,0.7962,0.8291666666666668,1.0,0.8779761904761906,0.8332937567731309,1.0,0.8809241119808078,,,,0.6135999999999999,0.528,,,,0.7343750000000001,0.6562499999999999,,1.557429302215576,1.9223033142089845,0.4817757009345794,0.7850467289719626,,-1,,0,3,10,0,0.47480403135498317,0.9998600223964166,4,6.949,11.351
126,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5111982082866742,0.1114221724524076,0.6302911534154536,0.9518477043673013,0.8383538633818588,0.7986,0.8239583333333332,1.0,0.8742559523809523,0.8296017996221885,1.0,0.8782869997301346,,,,0.6151500000000001,0.527,,,,0.7385416666666667,0.65625,,1.5519318359374998,2.0790314636230467,0.48878504672897194,0.6588785046728972,,-1,,0,5,10,1,0.47368421052631576,0.9998600223964166,4,6.958,11.37
128,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5431131019036954,0.11198208286674127,0.6346024636058231,0.8219484882418813,0.8388577827547593,0.80105,0.8020833333333333,1.0,0.8586309523809523,0.8075622788300775,1.0,0.8625444848786268,,,,0.62195,0.539,,,,0.7458333333333333,0.65625,,1.5194311706542967,2.0091615447998046,0.516355140186916,0.5046728971962616,,-1,,0,7,10,2,0.47466405375139975,0.9998600223964166,4,7.147,11.434
130,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6657334826427772,0.11198208286674127,0.6444568868980964,0.8986562150055991,0.8600223964165734,0.8224500000000001,0.8489583333333334,1.0,0.8921130952380952,0.8553165047020969,1.0,0.8966546462157835,,,,0.6314,0.666,,,,0.75,0.6614583333333334,,1.4755885177612302,1.3404242782592772,0.5224299065420561,0.6682242990654206,,-1,,0,9,10,1,0.47466405375139975,0.9998600223964166,4,6.953,11.399
132,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.6657334826427772,0.11198208286674127,0.6438409854423293,0.883538633818589,0.8550391937290034,0.8185,0.8197916666666668,1.0,0.871279761904762,0.8268328856569376,1.0,0.8763092040406697,,,,0.6313500000000001,0.667,,,,0.7458333333333333,0.6614583333333334,,1.4679879219055174,1.4743775100708008,0.5271028037383177,0.677570093457944,,-1,,0,11,10,0,0.4752239641657334,0.9998600223964166,4,6.87,11.238
134,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.687010078387458,0.11310190369540873,0.6366181410974244,0.9300111982082867,0.8203247480403135,0.7841,0.7833333333333334,1.0,0.8452380952380952,0.7897523777193073,1.0,0.8498231269423623,,,,0.6238499999999999,0.665,,,,0.740625,0.6692708333333334,,1.5129834297180174,1.3297528076171874,0.5172897196261683,0.48130841121495327,,-1,,0,1,10,0,0.49510078387458006,1.0,4,7.021,11.235
136,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5363941769316909,0.003919372900335949,0.6385778275475924,1.0,0.8335946248600223,0.8007500000000001,0.6895833333333333,1.0,0.7782738095238094,0.6861327714278291,1.0,0.7758091224484495,,,,0.6277,0.5775,,,,0.7510416666666667,0.6510416666666666,,1.5126575538635254,1.619069923400879,0.5369158878504674,0.9205607476635514,,-1,,2,0,10,1,0.4640257558790593,1.0,4,9.973,11.29
138,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5767077267637177,0.1114221724524076,0.6375699888017917,0.9944008958566629,0.847424412094065,0.8147499999999999,0.709375,1.0,0.7924107142857143,0.7076369473943798,1.0,0.7911692481388427,,,,0.62565,0.57,,,,0.7520833333333332,0.6640625,,1.5213508323669434,2.071927490234375,0.5261682242990655,0.514018691588785,,-1,,1,0,10,0,0.47018477043673007,1.0,4,8.676,11.374
140,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5307950727883539,0.10918253079507279,0.633538633818589,0.9720044792833147,0.8605263157894736,0.8296999999999999,0.7260416666666668,1.0,0.8043154761904763,0.7252998319094905,1.0,0.8037855942210648,,,,0.6226499999999999,0.5295,,,,0.7489583333333333,0.65625,,1.5496813034057617,2.477466552734375,0.5317757009345795,0.5186915887850467,,-1,,0,1,10,2,0.4851623740201567,1.0,4,7.017,11.237
142,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.47760358342665177,0.11478163493840987,0.6342665173572228,0.8751399776035834,0.8712206047032474,0.8402499999999999,0.7291666666666667,0.9973958333333334,0.8058035714285714,0.7283239153430612,0.9972527472527473,0.8051607244601143,,,,0.6237999999999999,0.4605,,,,0.7489583333333333,0.6588541666666666,,1.5400938919067382,3.386993408203125,0.5364485981308411,0.3177570093457944,,-1,,0,3,10,2,0.4854423292273236,1.0,4,7.059,11.52
144,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.5078387458006719,0.10582306830907051,0.6385778275475924,0.944568868980963,0.8743001119820828,0.8440999999999999,0.7364583333333334,1.0,0.8117559523809524,0.733073409376364,1.0,0.8093381495545457,,,,0.6278999999999999,0.5215,,,,0.7510416666666667,0.65625,,1.5187315216064454,2.716087677001953,0.538785046728972,0.6355140186915887,,-1,,0,5,10,0,0.4851623740201567,1.0,4,7.029,11.381
146,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.528555431131019,0.11198208286674127,0.6521836506159014,0.9708846584546472,0.868421052631579,0.8390000000000001,0.8875,1.0,0.9196428571428571,0.891223365826008,1.0,0.9223024041614343,,,,0.64235,0.5085,,,,0.7635416666666667,0.7057291666666667,,1.4554132896423337,2.5643572998046875,0.5602803738317756,0.3411214953271028,,-1,,1,0,10,2,0.526875699888018,1.0,4,8.54,11.499
148,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.4820828667413214,0.10190369540873456,0.6561590145576708,0.9608062709966405,0.8765397536394177,0.84695,0.8760416666666666,1.0,0.9114583333333333,0.877829278358006,1.0,0.9127351988271472,,,,0.6457999999999999,0.491,,,,0.7645833333333334,0.7005208333333333,,1.4376243614196775,2.669733825683594,0.5593457943925234,0.5654205607476636,,-1,,0,2,10,0,0.5188969764837625,1.0,4,6.963,11.424
150,fedavg,4,0.1,continuous,True,0.2,0.25,0.5,0,fedavg,0.46192609182530797,0.11030235162374025,0.6577827547592385,0.9832026875699889,0.8759798432250839,0.8465,0.8760416666666666,1.0,0.9114583333333333,0.8803484636441349,1.0,0.9145346168886678,,,,0.6475,0.4655,,,,0.7635416666666666,0.7109375,,1.4321489738464355,2.954869201660156,0.5616822429906542,0.4953271028037383,,-1,,1,0,10,0,0.5307950727883539,1.0,4,8.73,11.533
