alpha,seed,client_id,is_malicious,n_valid_classes,M_nan_fraction,n_valid_t_columns,A_observable,A_mean_t_variant
0.1,0,95,False,7,0.30000001192092896,10,2.5905821323394775,-1.0055696964263916
0.1,0,96,False,7,0.30000001192092896,10,-0.11637318134307861,-1.4477124214172363
0.1,0,97,False,6,0.4000000059604645,10,0.3684988021850586,-0.9519124031066895
0.1,0,98,True,7,0.30000001192092896,10,0.9865533113479614,-0.6127138733863831
0.1,0,99,False,3,0.699999988079071,10,2.5612668991088867,0.9044227600097656
0.05,0,0,False,8,0.20000000298023224,10,-0.12037897109985352,-0.9983453750610352
0.05,0,1,False,4,0.6000000238418579,10,1.7689725160598755,-2.7738397121429443
0.05,0,2,False,7,0.30000001192092896,10,0.6614932417869568,-1.855423927307129
0.05,0,3,False,9,0.10000000149011612,10,1.1569229364395142,-2.0920252799987793
0.05,0,4,False,9,0.10000000149011612,10,0.4406585097312927,-0.8667280077934265
0.05,0,5,False,8,0.20000000298023224,10,0.6049699783325195,-1.6461681127548218
0.05,0,6,False,5,0.5,10,2.868213653564453,-1.7925570011138916
0.05,0,7,True,3,0.699999988079071,10,2.3467793464660645,0.6273649334907532
0.05,0,8,True,2,0.800000011920929,8,0.4736027717590332,-1.3622424602508545
0.05,0,9,False,3,0.699999988079071,10,1.518375277519226,-0.9244295954704285
0.05,0,10,False,6,0.4000000059604645,10,2.365936040878296,-0.5499661564826965
0.05,0,11,False,5,0.5,10,1.5347797870635986,0.02734699286520481
0.05,0,12,False,4,0.6000000238418579,10,1.7335951328277588,-0.08110106736421585
0.05,0,13,False,5,0.5,10,0.5619877576828003,-0.13968981802463531
0.05,0,14,False,10,0.0,10,0.03857392072677612,-0.8856034278869629
0.05,0,15,False,8,0.20000000298023224,10,0.9037362337112427,-1.015984058380127
0.05,0,16,False,8,0.20000000298023224,10,0.2828938364982605,-1.0207685232162476
0.05,0,17,False,7,0.30000001192092896,10,0.49673140048980713,-1.5886220932006836
0.05,0,18,False,7,0.30000001192092896,10,2.051034450531006,-0.5420309901237488
0.05,0,19,False,9,0.10000000149011612,10,0.07571029663085938,-0.7390155792236328
0.05,0,20,False,7,0.30000001192092896,10,1.4280017614364624,-0.9627050161361694
0.05,0,21,False,2,0.800000011920929,8,0.6319002509117126,-1.5538285970687866
0.05,0,22,False,2,0.800000011920929,8,0.6421294212341309,-0.7689265012741089
0.05,0,23,False,1,0.8999999761581421,0,,
0.05,0,24,False,10,0.0,10,0.0288543701171875,-0.9387564659118652
0.05,0,25,False,7,0.30000001192092896,10,0.5419110059738159,-1.4403542280197144
0.05,0,26,False,3,0.699999988079071,10,4.315398693084717,-0.47070011496543884
0.05,0,27,False,7,0.30000001192092896,10,1.9053505659103394,-0.6879838705062866
0.05,0,28,False,9,0.10000000149011612,10,0.3360602855682373,-1.0040568113327026
0.05,0,29,False,10,0.0,10,0.6326010227203369,-0.6377996206283569
0.05,0,30,True,10,0.0,10,-1.0396655797958374,-2.0254344940185547
0.05,0,31,False,4,0.6000000238418579,10,1.6126492023468018,-0.40052542090415955
0.05,0,32,False,7,0.30000001192092896,10,1.2538741827011108,-0.8632683753967285
0.05,0,33,True,10,0.0,10,0.6412336826324463,-0.8857125043869019
0.05,0,34,False,9,0.10000000149011612,10,0.28176915645599365,-1.760608434677124
0.05,0,35,False,5,0.5,10,0.9791561365127563,-0.9966073036193848
0.05,0,36,False,2,0.800000011920929,8,0.2034398317337036,-0.6095848679542542
