round,defense,tau,alpha,alpha_dirichlet,seed,n_malicious_in_round,n_selected,tpr,fpr,precision,influence_malicious_mean,influence_benign_mean,trim_survival_malicious_mean,trim_survival_benign_mean,mask_keep_ratio,zero_sign_ratio,effective_trim_n,malicious_rank_l2_mean,malicious_rank_cos_mean,flame_n_clusters,flame_n_noise,flame_max_cluster_size,flame_fallback_triggered,clip_rate_malicious,clip_rate_benign
477,invariant,0.2,0.25,0.5,0,0,10,,,,,0.13573669081376924,,0.4,0.339341727034423,5.676386355273996e-06,4,,,,,,,,
478,invariant,0.2,0.25,0.5,0,1,10,,,,0.02257057676983897,0.14814853398224948,0.06658442032048306,0.43704617551994634,0.338976845652521,4.635034901608623e-06,4,2.0,2.0,,,,,,
479,invariant,0.2,0.25,0.5,0,1,10,,,,0.05092350384188631,0.1407839796622344,0.15455023622343073,0.4272721959751744,0.32949483020049897,4.00205656702771e-06,4,4.0,4.0,,,,,,
480,invariant,0.2,0.25,0.5,0,1,10,,,,0.020227371016078934,0.15411667588776418,0.05749362631654389,0.4380562637426062,0.3518193635014891,5.9826661945873414e-06,4,1.0,7.0,,,,,,
481,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1616755712425283,,0.4,0.40418892810632073,8.575835500773664e-06,4,,,,,,,,
482,invariant,0.2,0.25,0.5,0,1,10,,,,0.027632270901629598,0.1531028813636646,0.07863714455714181,0.43570698393809537,0.35138955079365275,4.81880280519663e-06,4,2.0,4.0,,,,,,
483,invariant,0.2,0.25,0.5,0,1,10,,,,0.018776108933272258,0.14867804277266605,0.05535089256070773,0.43829434527103245,0.3392196234718167,5.3496878600064275e-06,4,2.0,6.0,,,,,,
484,invariant,0.2,0.25,0.5,0,1,10,,,,0.027677297811773714,0.14361382105603104,0.08385778651151755,0.4351269126098314,0.33005042182901334,4.492104309929061e-06,4,1.0,5.0,,,,,,
485,invariant,0.2,0.25,0.5,0,0,10,,,,,0.14575579859201115,,0.39999999999999997,0.3643894964800279,5.941828882678895e-06,4,,,,,,,,
486,invariant,0.2,0.25,0.5,0,0,10,,,,,0.15060220742005787,,0.4,0.37650551855014475,6.391039313671801e-06,4,,,,,,,,
487,invariant,0.2,0.25,0.5,0,3,10,,,,0.0367488729369588,0.18838617094641322,0.10286959707049459,0.5273416012555023,0.35723745385894223,3.3078222645841273e-06,4,3.0,2.6666666666666665,,,,,,
488,invariant,0.2,0.25,0.5,0,2,10,,,,0.03542877046860507,0.1681697979874084,0.1000660135147,0.474983496621325,0.3540539812091193,4.083731190844601e-06,4,2.5,5.0,,,,,,
489,invariant,0.2,0.25,0.5,0,2,10,,,,0.024757631119685927,0.1580377399666144,0.07537618310797263,0.48115595422300683,0.32845429549307176,4.982152052830414e-06,4,2.5,5.5,,,,,,
490,invariant,0.2,0.25,0.5,0,1,10,,,,0.015228534297621837,0.1538276773291303,0.04352011911427137,0.43960887565396983,0.34991940756494866,7.73867060665052e-06,4,1.0,7.0,,,,,,
491,invariant,0.2,0.25,0.5,0,1,10,,,,0.0170777190502332,0.155822345223081,0.04812391347227003,0.43909734294752556,0.3548697065144905,7.146529583978052e-06,4,2.0,9.0,,,,,,
492,invariant,0.2,0.25,0.5,0,1,10,,,,0.019771853269557063,0.14441243490034955,0.05993814780738347,0.43778465024362406,0.3298709418431757,5.43136248382332e-06,4,1.0,6.0,,,,,,
493,invariant,0.2,0.25,0.5,0,1,10,,,,0.03775494078789259,0.14473913685713574,0.11266708075700942,0.4319258799158879,0.33510179312552857,4.430848342066392e-06,4,4.0,3.0,,,,,,
494,invariant,0.2,0.25,0.5,0,1,10,,,,0.04122429799306915,0.15304238070403228,0.11623891624308165,0.43152900930632426,0.3546514310823399,5.553874419548658e-06,4,2.0,5.0,,,,,,
495,invariant,0.2,0.25,0.5,0,1,10,,,,0.04231091315795722,0.16439783782780487,0.11120612592348476,0.4320882082307239,0.3804728634020503,3.7978700074854793e-06,4,1.0,8.0,,,,,,
496,invariant,0.2,0.25,0.5,0,2,10,,,,0.07044932161851156,0.15385966275430563,0.20542515521241322,0.4486437111968967,0.34294398631786704,5.574293075502881e-06,4,2.5,4.0,,,,,,
497,invariant,0.2,0.25,0.5,0,1,10,,,,0.02000070170227226,0.16144629522376674,0.0543121955323164,0.4384097560519648,0.36825433967904325,5.594711731457104e-06,4,1.0,7.0,,,,,,
498,invariant,0.2,0.25,0.5,0,0,10,,,,,0.1296261221582846,,0.4,0.3240653053957115,6.983180336344268e-06,4,,,,,,,,
499,invariant,0.2,0.25,0.5,0,1,10,,,,0.019915150761588712,0.14953148730574048,0.05832956609130978,0.43796338154541004,0.3414246341283133,6.942343024435822e-06,4,2.0,5.0,,,,,,
500,invariant,0.2,0.25,0.5,0,1,10,,,,0.023958778921355846,0.14733844206949792,0.07098872440980895,0.4365568083989101,0.3375011893867093,8.269555661460317e-06,4,3.0,4.0,,,,,,
